"","X.1","X","Y","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","cluster","hclust","Cluster_final"
"16733",16733,-10.5421397191134,22.0933301199203,1826049430,"5/20/2014",372500,4,1.75,1590,10523,2,0,0,4,7,1590,0,1922,0,98133,47.7358,-122.342,1610,8568,1,1,"low"
"16734",16734,-14.7137496899897,13.3648270144583,2769600190,"7/15/2014",630000,5,2,1900,5000,1,0,2,3,8,1720,180,1957,0,98107,47.6735,-122.362,1770,5000,1,6,"med"
"16735",16735,2.60312999685863,-13.3369134693977,3630070280,"7/10/2014",418000,2,2.5,1500,3608,2,0,0,3,8,1500,0,2005,0,98029,47.5472,-121.994,2080,2686,3,8,"top"
"16736",16736,9.74099450867843,-21.6389640759444,8944460190,"2/25/2015",425000,4,2.5,2689,6688,2,0,0,3,9,2689,0,2006,0,98030,47.3803,-122.184,2665,5700,3,5,"low"
"16737",16737,0.662265360224372,-15.6459793287115,3630180470,"2/5/2015",8e+05,4,2.75,3250,5500,2,0,0,3,9,3250,0,2007,0,98027,47.5398,-121.997,3920,6000,3,8,"top"
"16738",16738,-8.72960722863646,9.03645962488521,6099400293,"12/8/2014",208000,2,1,960,13438,1,0,0,3,7,960,0,1951,0,98168,47.4745,-122.295,1630,11656,1,6,"med"
"16739",16739,3.80607931137273,-2.87610394075635,6791000280,"7/14/2014",476000,3,1.75,1650,9600,1,0,0,4,7,1650,0,1977,0,98075,47.5779,-122.044,2040,12220,2,3,"med"
"16740",16740,14.7638100654843,-20.3200277012999,7796450190,"2/2/2015",277500,3,2.5,1690,5171,2,0,0,3,8,1690,0,2003,0,98023,47.2779,-122.347,2550,5025,3,5,"low"
"16741",16741,12.6749944333232,-0.69553494446933,2294900010,"8/13/2014",478000,3,1.75,2790,36585,1,0,0,4,8,1410,1380,1970,0,98027,47.4734,-121.999,1900,45302,2,3,"med"
"16742",16742,-24.5306145229426,-5.48046998279594,1186000095,"7/8/2014",890000,4,2.75,2310,4020,3,0,0,5,8,2310,0,1979,0,98122,47.6154,-122.291,2270,3750,3,7,"med"
"16743",16743,-22.4169518456478,-7.13449626315032,2770601763,"3/23/2015",450000,3,3.5,1790,1288,3,0,0,3,8,1390,400,2000,0,98199,47.651,-122.384,1560,1426,3,7,"med"
"16744",16744,21.2208442410504,-0.212901230242024,3392100050,"6/25/2014",205000,3,1,1230,8750,1,0,0,3,6,1230,0,1965,0,98003,47.3266,-122.334,1230,8750,2,9,"low"
"16745",16745,-7.93342505946974,24.3625934863817,2878600655,"7/18/2014",665000,3,2,1620,2640,1.5,0,0,5,8,1620,0,1929,0,98115,47.6884,-122.322,1470,4080,1,1,"low"
"16746",16746,-4.71376931582646,12.3289895053265,3299200080,"10/3/2014",518000,4,2.75,2440,12051,1,0,0,5,8,1440,1000,1966,0,98133,47.7456,-122.351,2030,8006,1,1,"low"
"16747",16747,-2.47474483970008,-10.4252466015214,2564900020,"9/24/2014",465000,4,2.25,2100,7350,2,0,0,3,8,2100,0,1979,0,98033,47.7019,-122.171,1780,7350,3,8,"top"
"16748",16748,12.2575387326908,-14.3929407185123,2111010080,"6/17/2014",330000,3,2.5,3040,7232,2,0,0,3,7,3040,0,2003,0,98092,47.3355,-122.168,2760,6926,3,5,"low"
"16749",16749,5.72894818915109,-19.6111470606469,6669080020,"12/26/2014",449400,4,3,2490,5064,2,0,0,3,7,2490,0,2007,0,98056,47.5139,-122.189,2470,5064,3,5,"low"
"16750",16750,-1.98042835646759,-4.7576144093507,8682300010,"2/6/2015",829000,3,2.75,2690,10443,1,0,0,3,9,2690,0,2007,0,98053,47.7185,-122.024,1440,4185,3,3,"med"
"16751",16751,2.53271623290425,6.28764541584859,1974200020,"2/20/2015",450000,4,1.75,2190,9752,1,0,0,3,8,2190,0,1964,0,98034,47.7108,-122.239,2040,9964,2,3,"med"
"16752",16752,13.8560284928049,4.41453076026116,3211000190,"10/1/2014",310000,3,1.75,1490,9120,1,0,0,5,7,1490,0,1959,0,98059,47.4806,-122.163,1340,8040,2,9,"low"
"16753",16753,-1.0464715223832,-22.9129361235494,6354000050,"9/8/2014",615000,3,2.25,2530,45234,2,0,0,4,9,2530,0,1985,0,98072,47.7221,-122.12,3110,35617,3,4,"med"
"16754",16754,-5.62246453033425,19.6576510980976,625049153,"6/3/2014",605000,3,2,2060,4040,1,0,0,4,8,1120,940,1947,0,98103,47.6798,-122.352,1500,4000,1,1,"low"
"16755",16755,6.63527459533901,-18.8894659596097,5561000190,"5/2/2014",437500,3,2.25,1970,35100,2,0,0,4,9,1970,0,1977,0,98027,47.4635,-121.991,2340,35100,3,5,"low"
"16756",16756,-6.72475623930502,23.1486925510154,4449800595,"9/22/2014",545000,3,1.75,1400,4000,1.5,0,0,4,7,1400,0,1925,0,98117,47.6902,-122.388,1050,4330,1,1,"low"
"16757",16757,0.0469171674612558,-6.47944023626501,1115750190,"7/17/2014",770000,3,2.5,3680,35617,1,0,0,3,10,2390,1290,1985,0,98052,47.7213,-122.12,3570,35633,3,8,"top"
"16758",16758,1.63584783946613,-19.130181426054,8644300170,"7/3/2014",6e+05,5,2.25,3000,13899,2,0,0,4,8,3000,0,1975,0,98052,47.6373,-122.105,2270,10763,3,4,"med"
"16759",16759,-3.14072663319556,26.3676107535575,9523102660,"5/13/2014",560000,3,1,1440,5000,2,0,0,3,7,1440,0,1910,0,98103,47.6741,-122.354,1850,4500,1,1,"low"
"16760",16760,-10.1034536896661,-18.0399543708274,1630700380,"1/30/2015",1920000,5,5.75,7730,230868,2,0,0,3,12,6660,1070,2004,0,98077,47.7615,-122.084,2660,39292,3,8,"top"
"16761",16761,-4.80690203195895,25.0178934994166,7588700007,"11/24/2014",457000,3,1,1170,3348,1.5,0,0,4,7,1170,0,1924,0,98117,47.687,-122.378,1590,4219,1,1,"low"
"16762",16762,-6.19425898919448,18.8025935544676,3501600235,"5/5/2014",585000,2,1,1770,8640,1.5,0,0,3,6,1520,250,1949,0,98117,47.6926,-122.363,1060,4804,1,1,"low"
"16763",16763,5.0466432477893,-6.48689667843886,9545230280,"5/7/2014",560000,3,2,1860,13374,1,0,0,3,8,1860,0,1985,0,98027,47.5397,-122.054,1960,9797,2,8,"top"
"16764",16764,1.2427410037161,24.0954016890095,7905200130,"4/5/2015",345000,2,1,770,3008,1,0,0,4,5,770,0,1917,0,98116,47.5686,-122.389,1550,4563,1,1,"low"
"16765",16765,-13.7703350872311,-2.37910126596501,2742100250,"7/20/2014",550000,4,3.5,3820,17745,2,0,2,3,8,2440,1380,1955,0,98108,47.557,-122.295,2520,9640,3,7,"med"
"16766",16766,8.54510283926627,-18.29122160948,5104540500,"6/24/2014",589950,4,2.5,3190,8195,2,0,0,3,10,3190,0,2006,0,98038,47.3555,-122.003,3400,7607,3,5,"low"
"16767",16767,12.1960377506686,5.90218890985514,638100073,"6/2/2014",327000,3,1.5,1320,13200,1,0,0,3,7,1320,0,1970,0,98059,47.5009,-122.143,1730,13200,2,9,"low"
"16768",16768,-20.1118562956054,5.71033440363506,3022039071,"5/30/2014",8e+05,2,2.25,1730,31491,2,1,2,4,7,1730,0,1947,1988,98070,47.373,-122.464,1400,12410,2,2,"top"
"16769",16769,3.60389775895323,6.66116071888498,3426079024,"5/21/2014",150000,3,1,1010,25000,1,0,0,3,6,1010,0,1966,0,98014,47.6927,-121.901,2020,101494,2,3,"med"
"16770",16770,-24.2643761760871,-8.2014590173763,2767604254,"6/3/2014",425000,2,2.5,1140,1182,3,0,0,3,8,1140,0,2007,0,98107,47.6713,-122.383,1290,1189,3,7,"med"
"16771",16771,4.04007242824521,5.79237134799472,1138010170,"8/1/2014",350000,3,1,860,7030,1,0,0,3,7,860,0,1973,0,98034,47.7151,-122.211,1360,7500,2,3,"med"
"16772",16772,22.1363598774819,-8.87686414476984,9407100500,"3/11/2015",273000,3,1.75,1540,10545,2,0,0,4,6,1540,0,1978,0,98045,47.4451,-121.763,1540,10000,2,9,"low"
"16773",16773,12.1482954049582,0.387246351856632,191100250,"3/20/2015",750000,4,2.25,2160,9525,1,0,0,3,8,1080,1080,1961,0,98040,47.5651,-122.221,2780,9525,2,3,"med"
"16774",16774,17.7839674821966,1.83622182442214,1557000190,"10/9/2014",240000,3,1.5,1450,9477,1,0,0,4,7,1450,0,1963,0,98031,47.4215,-122.203,1460,9477,2,9,"low"
"16775",16775,26.1236432222427,-0.463282142767419,8732020670,"3/20/2015",4e+05,3,1.75,1830,9620,1,0,0,4,8,1830,0,1978,0,98023,47.3123,-122.389,1990,8280,2,9,"low"
"16776",16776,22.2522161778891,0.800894347685112,5029450290,"10/3/2014",230000,3,1.5,1630,6625,1,0,0,5,7,980,650,1980,0,98023,47.29,-122.368,1440,7145,2,9,"low"
"16777",16777,9.67837820411249,-20.2862329214511,8035600290,"4/13/2015",372000,4,2.5,2500,8215,2,0,0,3,8,2500,0,1990,0,98031,47.4124,-122.204,2360,7801,3,5,"low"
"16778",16778,-3.53935134833517,6.68874816116639,6450301835,"7/5/2014",459500,3,1.75,1470,4950,1,0,0,3,7,1030,440,1984,0,98133,47.7325,-122.337,1100,5250,1,6,"med"
"16779",16779,2.74344545899675,-17.5853775987035,6388930420,"8/5/2014",582000,3,2.5,2380,19860,2,0,0,4,8,2380,0,1995,0,98056,47.5255,-122.173,2450,10220,3,4,"med"
"16780",16780,3.90217323318107,3.25126863617588,2296700470,"11/6/2014",465000,4,2.5,2170,7700,1,0,0,3,7,1420,750,1969,0,98034,47.7216,-122.219,1710,7770,2,3,"med"
"16781",16781,14.3519756802623,-5.60436594032449,1473120190,"5/30/2014",386000,3,2,2120,7560,1,0,0,3,9,2120,0,1991,0,98058,47.435,-122.16,2660,7700,3,9,"low"
"16782",16782,-3.47586619324702,-7.83177981577363,11200290,"6/9/2014",546000,3,2.5,1530,3464,2,0,0,3,8,1530,0,1998,0,98007,47.6179,-122.141,1530,3446,3,8,"top"
"16783",16783,22.9255948257204,1.26680336145065,5530000050,"10/27/2014",278000,3,1.75,2710,9088,1,0,0,4,7,2060,650,1965,0,98001,47.3073,-122.272,1690,10454,2,9,"low"
"16784",16784,3.58225033255713,-26.2049096220802,7853220670,"9/18/2014",540000,3,2.5,2860,8935,2,0,0,3,8,2860,0,2004,0,98065,47.5336,-121.855,2650,6167,3,4,"med"
"16785",16785,-27.7256250604635,7.55036935593954,3124089049,"12/8/2014",529000,4,1.75,2800,90169,2,0,0,3,7,2800,0,1934,1985,98065,47.5204,-121.829,1600,27194,3,2,"top"
"16786",16786,-1.70652900641651,12.9420035504548,868000305,"6/17/2014",554000,4,1,1120,7104,1.5,0,0,3,7,1120,0,1946,0,98177,47.7055,-122.372,1370,7104,1,1,"low"
"16787",16787,19.0506175523166,-0.937070651641338,1311200380,"8/27/2014",210000,3,1,1730,7210,1,0,0,3,7,1430,300,1963,0,98001,47.3404,-122.28,1820,7210,2,9,"low"
"16788",16788,21.8888788897297,8.25212555415458,9197100101,"5/4/2015",225000,2,1,1010,5408,1,0,0,4,6,1010,0,1926,0,98032,47.3759,-122.238,980,7800,2,9,"low"
"16789",16789,0.803987545452525,-23.38086004588,6646200280,"7/15/2014",561600,4,2.5,2350,6624,2,0,0,3,9,2350,0,1990,0,98074,47.6262,-122.045,2590,11240,3,4,"med"
"16790",16790,16.1557806568237,-18.7454219686332,7116500920,"5/20/2014",3e+05,6,5.25,2860,5682,2,0,0,3,7,2860,0,1978,0,98002,47.303,-122.221,1390,5956,3,5,"low"
"16791",16791,-17.1339705095513,15.7187901043848,1068000255,"8/27/2014",1650000,4,3.5,4285,9567,2,0,1,5,10,3485,800,1946,0,98199,47.6434,-122.409,2960,6902,3,6,"med"
"16792",16792,-8.56254674335783,-16.1612037608063,1240700170,"6/9/2014",1020000,4,3.75,4060,19290,2,0,0,3,10,4060,0,2002,0,98074,47.6051,-122.053,4020,13250,3,8,"top"
"16793",16793,21.0570155153566,-0.344952524537573,4031000250,"6/26/2014",150000,3,1,1310,9612,1,0,0,3,7,960,350,1962,0,98001,47.2958,-122.285,1310,9812,2,9,"low"
"16794",16794,-6.29948951094684,13.9263502965531,7625703260,"9/24/2014",400950,2,1.75,2320,6250,1,0,0,3,7,1400,920,1948,0,98136,47.5468,-122.386,1420,6250,1,1,"low"
"16795",16795,1.2423015757666,-23.1734149562029,8651580660,"1/21/2015",620000,4,2.25,2210,8101,2,0,0,3,9,2210,0,1985,0,98074,47.6475,-122.07,2330,8842,3,4,"med"
"16796",16796,6.4146051176776,23.1476037234146,6117500980,"8/18/2014",449000,4,2.75,2090,14141,1.5,0,0,4,8,1680,410,1941,0,98166,47.4333,-122.347,1990,12920,1,1,"low"
"16797",16797,-23.6791502740882,11.0627916305062,9547205380,"7/28/2014",630000,4,2.5,2240,4025,1,0,2,3,7,1250,990,1926,2005,98115,47.6818,-122.311,1380,3500,1,2,"top"
"16798",16798,-0.454829855359397,13.7730888446246,414100280,"4/14/2015",336000,2,1,1180,7200,1,0,0,4,6,1180,0,1949,0,98133,47.7475,-122.342,1180,7200,1,1,"low"
"16799",16799,16.4176402581672,4.69018663276751,321059091,"6/5/2014",299950,4,1.75,1560,31299,1,0,0,4,7,1560,0,1965,0,98092,47.3384,-122.164,2460,44907,2,9,"low"
"16800",16800,-5.45282108356263,15.0826851922169,7772000010,"3/9/2015",352500,4,2,1970,7451,1,0,0,3,8,1350,620,1962,0,98133,47.765,-122.335,1980,7510,1,1,"low"
"16801",16801,13.1258101226851,8.25069400595575,7200179,"10/16/2014",150000,2,1,840,12750,1,0,0,3,6,840,0,1925,0,98055,47.484,-122.211,1480,6969,2,9,"low"
"16802",16802,13.0721467942172,8.28707509002819,7200179,"4/24/2015",175000,2,1,840,12750,1,0,0,3,6,840,0,1925,0,98055,47.484,-122.211,1480,6969,2,9,"low"
"16803",16803,24.9337290081311,-2.03657153366554,8029500380,"7/31/2014",305000,3,2,1830,10873,1,0,0,3,8,1830,0,1989,0,98023,47.3066,-122.394,2490,8976,2,9,"low"
"16804",16804,-18.6283134935916,3.42428525126264,825059178,"9/23/2014",2570000,4,3.75,4475,20424,2,1,4,3,12,2659,1816,1999,0,98033,47.6646,-122.208,4340,5250,3,2,"top"
"16805",16805,-1.50471813032321,18.6691112216527,6021502750,"7/15/2014",607500,3,1.5,1800,4700,1,0,0,3,7,1200,600,1941,0,98117,47.6858,-122.385,1580,4700,1,1,"low"
"16806",16806,-0.210712925678601,22.3989510847446,9268200380,"11/18/2014",505000,2,1,1250,5040,1,0,0,3,7,950,300,1920,0,98117,47.6959,-122.365,1290,5040,1,1,"low"
"16807",16807,-7.12451099885878,7.92308892924135,2008000420,"10/27/2014",280500,3,1.75,2440,10179,1,0,0,4,7,1220,1220,1962,0,98198,47.4118,-122.314,1650,9711,2,6,"med"
"16808",16808,-6.46295394268062,-26.4255289345226,8914100170,"7/31/2014",610000,3,2.5,2910,12283,2,0,2,3,10,2910,0,1993,0,98058,47.4602,-122.152,2680,22499,3,8,"top"
"16809",16809,8.75023047066467,-19.3484835275291,6654700250,"8/12/2014",381000,5,2.75,3060,6895,2,0,0,3,8,3060,0,2003,0,98042,47.3809,-122.098,2590,6895,3,5,"low"
"16810",16810,1.68042641583897,-3.77187940774582,6139800430,"5/22/2014",482000,5,2.25,2230,9600,1,0,0,3,8,1320,910,1978,0,98077,47.7466,-122.076,2080,9760,1,3,"med"
"16811",16811,1.22990006950438,-0.831295045513735,9477201470,"10/22/2014",379950,3,1,1270,6900,1,0,0,3,7,1270,0,1977,0,98034,47.7279,-122.192,1480,7280,1,3,"med"
"16812",16812,-25.7892882882761,5.15252670991039,3025300095,"10/9/2014",2500000,4,4.5,4300,19844,2,0,0,3,11,4300,0,1985,1999,98039,47.6218,-122.237,3070,19845,3,2,"top"
"16813",16813,1.93308382659476,3.77526228373989,3211290050,"6/23/2014",425000,3,2.25,1580,39189,1,0,0,3,7,1180,400,1992,0,98053,47.6365,-121.972,1580,29649,2,3,"med"
"16814",16814,1.29304650733495,-18.7586406725868,7511200190,"9/10/2014",580000,4,2.25,2570,36465,2,0,0,4,8,2570,0,1980,0,98053,47.6555,-122.042,2390,41454,3,4,"med"
"16815",16815,8.38078305759023,2.92874973611236,5739601300,"3/30/2015",605000,2,1,860,6510,1,0,0,3,7,860,0,1952,0,98004,47.6021,-122.202,1740,10800,1,3,"med"
"16816",16816,-20.7111003320629,-2.72936058270957,3278602660,"5/20/2014",194000,1,1,820,1060,1,0,0,3,8,760,60,2007,0,98126,47.5472,-122.372,1770,1853,1,7,"med"
"16817",16817,1.98507933677065,-22.9327735553665,8078410250,"4/1/2015",546200,4,2.25,2090,8579,2,0,0,3,8,2090,0,1987,0,98074,47.6364,-122.03,1850,8843,3,4,"med"
"16818",16818,-6.66163351621513,-19.4370349603439,2798000020,"8/15/2014",1400000,4,3.5,3560,16782,2,0,0,3,10,2560,1000,2014,0,98040,47.5569,-122.225,3100,18047,3,8,"top"
"16819",16819,13.8815692565678,2.30843862296128,2739200050,"4/3/2015",315000,3,1.75,1860,9629,1,0,0,4,7,1240,620,1961,0,98059,47.4913,-122.143,1940,9629,2,9,"low"
"16820",16820,-1.97163390762776,28.0475748322781,9278200095,"12/17/2014",465000,3,1.5,900,8690,1.5,0,0,5,6,900,0,1941,0,98116,47.5751,-122.393,1000,6150,1,1,"low"
"16821",16821,-29.7241680203272,6.87312379495751,3222079120,"10/1/2014",330000,2,1,1160,32251,1,0,0,3,6,580,580,1963,2000,98010,47.3537,-121.939,1160,33656,2,2,"top"
"16822",16822,-4.726088189193,-17.075279885048,4401200010,"8/8/2014",795000,4,2.75,3100,7501,2,0,0,3,10,3100,0,1998,0,98052,47.6859,-122.109,3140,8672,3,8,"top"
"16823",16823,15.0589244228429,-1.59250288158923,2473250280,"8/26/2014",265000,4,2.25,2300,9100,1,0,0,3,7,1280,1020,1977,0,98058,47.4576,-122.16,1640,9100,2,9,"low"
"16824",16824,-13.2659417536965,-0.773472267626892,4441300170,"1/12/2015",1300000,4,2.5,3110,11857,2,0,4,3,11,2040,1070,1990,0,98117,47.6952,-122.402,3110,11570,3,7,"med"
"16825",16825,4.25420592012546,13.8914281766143,723049530,"5/5/2015",126500,3,1,1130,12212,1,0,0,3,6,1130,0,1942,0,98146,47.4952,-122.34,1190,9240,1,1,"low"
"16826",16826,-2.24425893727697,-22.3193943925274,6752510010,"8/5/2014",760000,4,2.5,2920,7901,2,0,0,3,9,2920,0,2004,0,98052,47.7036,-122.125,3020,7900,3,4,"med"
"16827",16827,-20.6420872301469,-5.11312779596414,955000430,"9/3/2014",540000,2,1.25,1230,1569,2,0,0,3,9,1050,180,2009,0,98112,47.6193,-122.304,1100,1230,3,7,"med"
"16828",16828,4.20713736346521,-1.30072419883508,8663100050,"5/19/2014",446000,5,2.75,2190,12687,1,0,0,5,7,1370,820,1978,0,98028,47.7762,-122.257,2280,10784,2,3,"med"
"16829",16829,-28.154180256113,7.74993808855526,226109056,"3/26/2015",170000,1,0.75,850,5600,1,0,2,3,6,850,0,1903,1994,98019,47.7654,-121.48,900,12250,1,2,"top"
"16830",16830,3.6120196259116,3.31728797958762,2558600130,"10/23/2014",379000,3,2.5,1500,7420,1,0,0,3,7,1000,500,1972,0,98034,47.7236,-122.174,1840,7272,2,3,"med"
"16831",16831,-12.2901693739471,26.4647974699869,8823900290,"3/17/2015",1400000,9,4,4620,5508,2.5,0,0,3,11,3870,750,1915,0,98105,47.6684,-122.309,2710,4320,1,1,"low"
"16832",16832,0.185609628482857,-25.8990183491014,8691400080,"6/20/2014",8e+05,4,2.75,3150,7035,2,0,0,3,9,3150,0,2004,0,98075,47.5979,-121.974,3200,7035,3,4,"med"
"16833",16833,-29.2813709077098,6.92144458129573,621069102,"3/16/2015",260000,3,1,1300,10139,1,0,0,3,7,1300,0,1962,2007,98042,47.3427,-122.087,1260,10139,2,2,"top"
"16834",16834,7.83455021694812,-3.67807067621191,5456000280,"3/10/2015",820000,5,2.5,3160,8000,1,0,0,4,7,1580,1580,1960,0,98040,47.5735,-122.208,2440,8079,2,3,"med"
"16835",16835,17.0617769757502,-8.32382501105188,2891400380,"4/14/2015",449950,3,1.75,2070,96703,1,0,3,4,7,2070,0,1999,0,98092,47.2853,-122.008,1820,117612,2,9,"low"
"16836",16836,3.65713157935076,3.64511834054538,2297400020,"9/2/2014",392000,3,2.25,1790,7125,1,0,0,3,7,1220,570,1974,0,98034,47.7184,-122.226,2040,7950,2,3,"med"
"16837",16837,2.69094535871743,-22.8165826675693,7215721350,"4/22/2015",465000,3,2.5,1650,4636,2,0,0,3,8,1650,0,1999,0,98075,47.5997,-122.016,1650,4504,3,4,"med"
"16838",16838,5.10717811396758,-0.157015654464432,5490210670,"8/22/2014",449950,4,2.5,2070,7312,1,0,0,4,7,1230,840,1977,0,98052,47.6958,-122.12,1770,7668,2,3,"med"
"16839",16839,-6.28132842212944,26.3807165379869,6431500122,"4/28/2015",520000,3,1.5,1580,8841,1.5,0,0,5,7,1180,400,1923,0,98103,47.6931,-122.352,1580,7512,1,1,"low"
"16840",16840,7.67034768307262,-0.465244904294874,3376600170,"8/28/2014",546800,4,2.25,2170,10000,1,0,0,3,8,1420,750,1975,0,98008,47.6219,-122.109,2390,11000,2,3,"med"
"16841",16841,-28.0029994298159,5.09779099693475,8861000235,"3/24/2015",825000,4,2.75,2220,11925,1,0,0,3,7,1560,660,1953,1985,98004,47.6381,-122.205,2500,11377,1,2,"top"
"16842",16842,-1.94016145602791,13.7288044808932,2881700231,"4/22/2015",337000,3,1.75,1440,11364,1,0,0,3,7,1440,0,1985,0,98155,47.743,-122.328,1950,9390,1,1,"low"
"16843",16843,0.65784605161056,15.0974260070343,534000080,"6/11/2014",333000,2,1,720,6686,1,0,0,3,6,720,0,1942,0,98117,47.7003,-122.362,1200,6686,1,1,"low"
"16844",16844,-18.0072990913453,-9.67622336392351,6371000020,"11/11/2014",380000,2,2,1120,780,2,0,0,3,8,760,360,2004,0,98116,47.5788,-122.41,1120,1322,3,7,"med"
"16845",16845,14.9237433988269,-19.6686798408154,7212651440,"4/28/2015",280000,3,2.5,1970,8426,2,0,0,3,8,1970,0,1992,0,98003,47.2674,-122.306,1970,9197,3,5,"low"
"16846",16846,24.6153687751377,-3.69241474969916,7575500080,"11/20/2014",202000,3,1.5,1420,9081,1,0,0,4,6,1420,0,1990,0,98022,47.1948,-121.999,1090,8410,2,9,"low"
"16847",16847,2.20112501655354,-23.7502127260635,7197800020,"4/27/2015",585000,4,2.5,2250,4119,2,0,0,3,8,2250,0,2001,0,98075,47.5973,-122.034,2290,3115,3,4,"med"
"16848",16848,17.6827685541222,6.71398230627002,5592900285,"11/4/2014",435000,4,2,2630,9663,1,0,1,4,8,1330,1300,1956,0,98056,47.4841,-122.19,1900,8894,2,9,"low"
"16849",16849,-9.03160362718788,-17.599003070809,525069127,"5/23/2014",1200000,4,3.5,4740,172497,2,0,0,3,11,4740,0,2003,0,98053,47.6779,-122.075,2120,49658,3,8,"top"
"16850",16850,-19.7606125249159,-4.2217300144043,2460900010,"9/24/2014",364000,2,2.25,1280,2574,2,0,0,3,7,1280,0,1992,0,98144,47.5939,-122.302,1250,3960,3,7,"med"
"16851",16851,-0.173838612851467,14.5143053216694,1566100595,"5/14/2014",3e+05,3,1,1260,8280,1,0,0,3,6,1260,0,1946,0,98115,47.7,-122.299,2100,8280,1,1,"low"
"16852",16852,-1.80835399865975,-4.29867060296326,8682291680,"3/17/2015",558000,2,1.75,1930,4601,1,0,0,3,8,1930,0,2006,0,98053,47.7196,-122.022,1670,4500,3,3,"med"
"16853",16853,16.5355625304154,10.0400152363363,7841300285,"8/11/2014",199950,1,1.5,1048,4800,1,0,0,3,7,1048,0,1942,0,98055,47.4759,-122.212,950,4800,1,9,"low"
"16854",16854,7.90711567788841,-2.84946871865383,6071700020,"8/27/2014",515000,3,2.25,1640,8400,1,0,0,4,8,1640,0,1962,0,98006,47.5484,-122.172,2110,8400,2,3,"med"
"16855",16855,-16.4989018245361,-4.15148363243744,4315700275,"11/7/2014",590000,4,2.5,2380,4950,2,0,0,3,8,2380,0,2004,0,98136,47.5382,-122.391,1370,5120,3,7,"med"
"16856",16856,10.5779833881144,0.0299169756795599,2330000130,"7/23/2014",813500,4,2,2530,15520,1,0,0,5,8,2220,310,1964,0,98005,47.613,-122.167,2500,13300,2,3,"med"
"16857",16857,-1.50695954770117,-11.6937579041687,1246700103,"4/23/2015",725000,4,2.5,2700,25870,2,0,0,4,8,2700,0,1992,0,98033,47.6934,-122.161,1540,20720,3,8,"top"
"16858",16858,2.07942325194521,-5.92862781284883,7504200250,"4/28/2015",490000,3,2.25,2330,3600,1.5,0,0,3,8,2330,0,1971,0,98074,47.631,-122.061,2050,4275,3,8,"top"
"16859",16859,11.436090798896,-16.5329508095155,3797310010,"8/27/2014",277000,3,2.25,2160,9612,2,0,0,3,7,2160,0,1994,0,98022,47.1927,-122.011,1970,9247,3,5,"low"
"16860",16860,18.0725123593022,-1.85926976773276,4058000010,"5/9/2014",325000,4,1.5,1470,70800,1,0,0,3,7,1470,0,1976,0,98010,47.3458,-121.948,1810,72337,2,9,"low"
"16861",16861,-2.17007711669337,-10.6073786107482,3888100022,"9/25/2014",649800,4,2.5,2280,9827,2,0,0,3,8,2280,0,1995,0,98033,47.6883,-122.168,1660,9827,3,8,"top"
"16862",16862,-9.32111351283557,20.3933515711688,1934800022,"7/23/2014",425000,3,1,1280,3200,1.5,0,0,3,7,1280,0,1903,0,98122,47.6029,-122.307,1320,1676,1,1,"low"
"16863",16863,-0.542269417171492,16.0459888202409,3501100280,"3/29/2015",460000,2,1,850,4650,1,0,0,3,7,850,0,1975,0,98117,47.6926,-122.365,980,4700,1,1,"low"
"16864",16864,-8.03161257529946,-17.2120680830389,2725069108,"8/5/2014",750000,3,3.25,4610,81935,2,0,0,4,9,4610,0,1984,0,98074,47.6217,-122.021,2900,43500,3,8,"top"
"16865",16865,-2.89071970650226,10.554096151574,126039413,"7/10/2014",469000,5,2.5,2690,11745,1,0,0,3,8,1790,900,1960,0,98177,47.7708,-122.362,2670,7905,1,6,"med"
"16866",16866,-1.0913088526477,10.0106997256519,461001435,"6/10/2014",566000,4,1.75,2440,5000,1,0,0,3,8,1340,1100,1954,0,98117,47.6823,-122.371,2170,5000,1,6,"med"
